korak,razlicica,vrsta,kazalnik,vrednost,enota
E1,izhodiscna,MR glave brez kontrasta,r_pri_najnizji_p,0.2425,
E1,izhodiscna,MR glave brez kontrasta,zamik_pri_najnizji_p,5.0,
E1,izhodiscna,Operacija sive mrene (katarakte),najnizja_p,0.1834,
E1,izhodiscna,Operacija sive mrene (katarakte),r_pri_najnizji_p,0.1284,
E1,izhodiscna,Operacija sive mrene (katarakte),zamik_pri_najnizji_p,2.0,
E1,izhodiscna,UZ vratnih žil,najnizja_p,0.0125,
E1,izhodiscna,UZ vratnih žil,r_pri_najnizji_p,0.2384,
E1,izhodiscna,UZ vratnih žil,zamik_pri_najnizji_p,2.0,
E1,ocisceno,Agregat,najnizja_p,0.0033,
E1,ocisceno,Agregat,r_pri_najnizji_p,0.2846,
E1,ocisceno,Agregat,zamik_pri_najnizji_p,4.0,
E1,ocisceno,Dermatološki pregled - prvi,najnizja_p,0.1289,
E1,ocisceno,Dermatološki pregled - prvi,r_pri_najnizji_p,0.1499,
E1,ocisceno,Dermatološki pregled - prvi,zamik_pri_najnizji_p,5.0,
E1,ocisceno,Endoproteza kolena,najnizja_p,0.0176,
E1,ocisceno,Endoproteza kolena,r_pri_najnizji_p,0.2358,
E1,ocisceno,Endoproteza kolena,zamik_pri_najnizji_p,8.0,
E1,ocisceno,Kardiološki pregled - prvi,najnizja_p,0.3046,
E1,ocisceno,Kardiološki pregled - prvi,r_pri_najnizji_p,0.1002,
E1,ocisceno,Kardiološki pregled - prvi,zamik_pri_najnizji_p,2.0,
E1,ocisceno,MR glave brez kontrasta,najnizja_p,0.0049,
E1,ocisceno,MR glave brez kontrasta,r_pri_najnizji_p,0.2738,
E1,ocisceno,MR glave brez kontrasta,zamik_pri_najnizji_p,5.0,
E1,ocisceno,Operacija sive mrene (katarakte),najnizja_p,0.258,
E1,ocisceno,Operacija sive mrene (katarakte),r_pri_najnizji_p,0.1114,
E1,ocisceno,Operacija sive mrene (katarakte),zamik_pri_najnizji_p,4.0,
E1,ocisceno,UZ vratnih žil,najnizja_p,0.1223,
E1,ocisceno,UZ vratnih žil,r_pri_najnizji_p,0.151,
E1,ocisceno,UZ vratnih žil,zamik_pri_najnizji_p,3.0,
E2,izhodiscna,Dermatološki pregled - prvi,ARX_izboljsava_pct,-9.2387,
E2,izhodiscna,Kardiološki pregled - prvi,ARX_izboljsava_pct,4.2495,
E2,izhodiscna,UZ vratnih žil,ARX_izboljsava_pct,-1.4419,
E2,izhodiscna,MR glave brez kontrasta,ARX_izboljsava_pct,-4.7409,
E2,izhodiscna,Operacija sive mrene (katarakte),ARX_izboljsava_pct,-8.2371,
E2,izhodiscna,Endoproteza kolena,ARX_izboljsava_pct,-4.1212,
E2,izhodiscna,Agregat,ARX_izboljsava_pct,-4.58,
E2,delno_ocisceno,Dermatološki pregled - prvi,ARX_izboljsava_pct,-0.1508,
E2,delno_ocisceno,Kardiološki pregled - prvi,ARX_izboljsava_pct,4.7271,
E2,delno_ocisceno,UZ vratnih žil,ARX_izboljsava_pct,-1.033,
E2,delno_ocisceno,MR glave brez kontrasta,ARX_izboljsava_pct,-4.8017,
E2,delno_ocisceno,Operacija sive mrene (katarakte),ARX_izboljsava_pct,-3.198,
E2,delno_ocisceno,Endoproteza kolena,ARX_izboljsava_pct,-5.4686,
E2,delno_ocisceno,Agregat,ARX_izboljsava_pct,-2.4867,
E2,ocisceno,Dermatološki pregled - prvi,ARX_izboljsava_pct,-0.8289,
E2,ocisceno,Kardiološki pregled - prvi,ARX_izboljsava_pct,4.6611,
E2,ocisceno,UZ vratnih žil,ARX_izboljsava_pct,-1.8287,
E2,ocisceno,MR glave brez kontrasta,ARX_izboljsava_pct,-5.0793,
E2,ocisceno,Operacija sive mrene (katarakte),ARX_izboljsava_pct,-3.9513,
E2,ocisceno,Endoproteza kolena,ARX_izboljsava_pct,-5.415,
E2,ocisceno,Agregat,ARX_izboljsava_pct,-2.1267,
F,izhodiscna,Agregat,STL_sezonska_delez_sd,0.3232,
F,izhodiscna,Agregat,sd_med_leti,24342.9627,
F,izhodiscna,Agregat,sd_znotraj_leta,7431.544,
F,izhodiscna,Agregat,razmerje_med_znotraj,3.2756,
F,delno_ocisceno,Agregat,STL_sezonska_delez_sd,0.3069,
F,delno_ocisceno,Agregat,sd_med_leti,24334.6103,
F,delno_ocisceno,Agregat,sd_znotraj_leta,7234.3283,
F,delno_ocisceno,Agregat,razmerje_med_znotraj,3.3638,
F,ocisceno,Agregat,STL_sezonska_delez_sd,0.3087,
F,ocisceno,Agregat,sd_med_leti,24335.1656,
F,ocisceno,Agregat,sd_znotraj_leta,8283.2455,
F,ocisceno,Agregat,razmerje_med_znotraj,2.9379,
