vzs,naziv,horizont,model,izvor,cilj,y_true,y_pred,opazovan,mase_scale
1626,Endoproteza kolena,1,lin,2026-05-27,2026-06-03,9226.0,9011.432127054362,True,125.0625
1626,Endoproteza kolena,1,ar1,2026-05-27,2026-06-03,9226.0,9049.433168710508,True,125.0625
1626,Endoproteza kolena,1,naivni,2026-06-03,2026-06-10,9223.5,9226.0,False,124.30973451327434
1626,Endoproteza kolena,1,lin,2026-06-03,2026-06-10,9223.5,9022.491228070174,False,124.30973451327434
1626,Endoproteza kolena,1,ar1,2026-06-03,2026-06-10,9223.5,9035.837436978018,False,124.30973451327434
1626,Endoproteza kolena,1,naivni,2026-06-10,2026-06-17,9221.0,9223.5,True,123.24122807017544
1626,Endoproteza kolena,1,lin,2026-06-10,2026-06-17,9221.0,9033.111441647594,True,123.24122807017544
1626,Endoproteza kolena,1,ar1,2026-06-10,2026-06-17,9221.0,9041.215852230207,True,123.24122807017544
1626,Endoproteza kolena,1,naivni,2026-06-17,2026-06-24,9334.0,9221.0,True,122.19130434782609
1626,Endoproteza kolena,1,lin,2026-06-17,2026-06-24,9334.0,9043.309370314844,True,122.19130434782609
1626,Endoproteza kolena,1,ar1,2026-06-17,2026-06-24,9334.0,9046.004903585963,True,122.19130434782609
1626,Endoproteza kolena,1,naivni,2026-06-24,2026-07-01,9315.0,9334.0,True,122.11206896551724
1626,Endoproteza kolena,1,lin,2026-06-24,2026-07-01,9315.0,9057.049587385796,True,122.11206896551724
1626,Endoproteza kolena,1,ar1,2026-06-24,2026-07-01,9315.0,9119.952137535254,True,122.11206896551724
1626,Endoproteza kolena,1,naivni,2026-07-01,2026-07-08,9433.0,9315.0,True,121.23076923076923
1626,Endoproteza kolena,1,lin,2026-07-01,2026-07-08,9433.0,9069.722077357672,True,121.23076923076923
1626,Endoproteza kolena,1,ar1,2026-07-01,2026-07-08,9433.0,9117.866291637833,True,121.23076923076923
1626,Endoproteza kolena,1,naivni,2026-07-08,2026-07-15,9441.0,9433.0,True,121.20338983050847
1626,Endoproteza kolena,1,lin,2026-07-08,2026-07-15,9441.0,9085.971727674123,True,121.20338983050847
1626,Endoproteza kolena,1,ar1,2026-07-08,2026-07-15,9441.0,9202.590954281452,True,121.20338983050847
1626,Endoproteza kolena,4,naivni,2025-03-26,2025-04-23,8616.0,8895.0,True,78.82352941176471
1626,Endoproteza kolena,4,lin,2025-03-26,2025-04-23,8616.0,8798.04337061385,True,78.82352941176471
1626,Endoproteza kolena,4,ar1,2025-03-26,2025-04-23,8616.0,8724.447213950636,True,78.82352941176471
1626,Endoproteza kolena,4,naivni,2025-04-02,2025-04-30,8586.0,8921.0,True,77.8076923076923
1626,Endoproteza kolena,4,lin,2025-04-02,2025-04-30,8586.0,8812.5931301403,True,77.8076923076923
1626,Endoproteza kolena,4,ar1,2025-04-02,2025-04-30,8586.0,8736.914092241397,True,77.8076923076923
1626,Endoproteza kolena,4,naivni,2025-04-09,2025-05-07,8970.0,9346.0,True,84.35849056603773
1626,Endoproteza kolena,4,lin,2025-04-09,2025-05-07,8970.0,8860.164513055077,True,84.35849056603773
1626,Endoproteza kolena,4,ar1,2025-04-09,2025-05-07,8970.0,8914.319173966574,True,84.35849056603773
1626,Endoproteza kolena,4,naivni,2025-04-16,2025-05-14,8951.0,8601.0,True,96.5925925925926
1626,Endoproteza kolena,4,lin,2025-04-16,2025-05-14,8951.0,8845.971067821069,True,96.5925925925926
1626,Endoproteza kolena,4,ar1,2025-04-16,2025-05-14,8951.0,8702.973895650557,True,96.5925925925926
1626,Endoproteza kolena,4,naivni,2025-04-23,2025-05-21,8544.0,8616.0,True,95.10909090909091
1626,Endoproteza kolena,4,lin,2025-04-23,2025-05-21,8544.0,8833.809022556394,True,95.10909090909091
1626,Endoproteza kolena,4,ar1,2025-04-23,2025-05-21,8544.0,8702.172635202229,True,95.10909090909091
1626,Endoproteza kolena,4,naivni,2025-04-30,2025-05-28,8646.0,8586.0,True,93.94642857142857
1626,Endoproteza kolena,4,lin,2025-04-30,2025-05-28,8646.0,8820.112263417162,True,93.94642857142857
1626,Endoproteza kolena,4,ar1,2025-04-30,2025-05-28,8646.0,8698.041432111488,True,93.94642857142857
1626,Endoproteza kolena,4,naivni,2025-05-07,2025-06-04,8979.0,8970.0,True,99.03508771929825
1626,Endoproteza kolena,4,lin,2025-05-07,2025-06-04,8979.0,8835.740625672895,True,99.03508771929825
1626,Endoproteza kolena,4,ar1,2025-05-07,2025-06-04,8979.0,8723.737852332264,True,99.03508771929825
1626,Endoproteza kolena,4,naivni,2025-05-14,2025-06-11,7833.0,8951.0,True,97.65517241379311
1626,Endoproteza kolena,4,lin,2025-05-14,2025-06-11,7833.0,8848.972764465225,True,97.65517241379311
1626,Endoproteza kolena,4,ar1,2025-05-14,2025-06-11,7833.0,8728.994782993705,True,97.65517241379311
1626,Endoproteza kolena,4,naivni,2025-05-21,2025-06-18,9014.0,8544.0,True,102.89830508474576
1626,Endoproteza kolena,4,lin,2025-05-21,2025-06-18,9014.0,8832.219635083815,True,102.89830508474576
1626,Endoproteza kolena,4,ar1,2025-05-21,2025-06-18,9014.0,8704.062767173602,True,102.89830508474576
1626,Endoproteza kolena,4,naivni,2025-05-28,2025-06-25,9016.0,8646.0,False,102.88333333333334
1626,Endoproteza kolena,4,lin,2025-05-28,2025-06-25,9016.0,8823.60423056584,False,102.88333333333334
1626,Endoproteza kolena,4,ar1,2025-05-28,2025-06-25,9016.0,8707.477228365144,False,102.88333333333334
1626,Endoproteza kolena,4,naivni,2025-06-04,2025-07-02,9018.0,8979.0,True,106.65573770491804
1626,Endoproteza kolena,4,lin,2025-06-04,2025-07-02,9018.0,8838.479036035358,True,106.65573770491804
1626,Endoproteza kolena,4,ar1,2025-06-04,2025-07-02,9018.0,8725.009930281332,True,106.65573770491804
1626,Endoproteza kolena,4,naivni,2025-06-11,2025-07-09,9062.0,7833.0,True,123.41935483870968
1626,Endoproteza kolena,4,lin,2025-06-11,2025-07-09,9062.0,8774.577876984127,True,123.41935483870968
1626,Endoproteza kolena,4,ar1,2025-06-11,2025-07-09,9062.0,8691.651142832538,True,123.41935483870968
1626,Endoproteza kolena,4,naivni,2025-06-18,2025-07-16,8765.0,9014.0,True,140.20634920634922
1626,Endoproteza kolena,4,lin,2025-06-18,2025-07-16,8765.0,8793.216277472526,True,140.20634920634922
1626,Endoproteza kolena,4,ar1,2025-06-18,2025-07-16,8765.0,8704.591292901852,True,140.20634920634922
1626,Endoproteza kolena,4,naivni,2025-06-25,2025-07-23,8859.0,9016.0,True,138.046875
1626,Endoproteza kolena,4,lin,2025-06-25,2025-07-23,8859.0,8810.916958041962,True,138.046875
1626,Endoproteza kolena,4,ar1,2025-06-25,2025-07-23,8859.0,8709.75534855175,True,138.046875
1626,Endoproteza kolena,4,naivni,2025-07-02,2025-07-30,8821.0,9018.0,True,135.95384615384614
1626,Endoproteza kolena,4,lin,2025-07-02,2025-07-30,8821.0,8827.743276623874,True,135.95384615384614
1626,Endoproteza kolena,4,ar1,2025-07-02,2025-07-30,8821.0,8714.824662532606,True,135.95384615384614
1626,Endoproteza kolena,4,naivni,2025-07-09,2025-08-06,9162.0,9062.0,True,134.56060606060606
1626,Endoproteza kolena,4,lin,2025-07-09,2025-08-06,9162.0,8846.426889616085,True,134.56060606060606
1626,Endoproteza kolena,4,ar1,2025-07-09,2025-08-06,9162.0,8720.675923595076,True,134.56060606060606
1626,Endoproteza kolena,4,naivni,2025-07-16,2025-08-13,9205.0,8765.0,True,136.98507462686567
1626,Endoproteza kolena,4,lin,2025-07-16,2025-08-13,9205.0,8845.469252204446,True,136.98507462686567
1626,Endoproteza kolena,4,ar1,2025-07-16,2025-08-13,9205.0,8720.259174274706,True,136.98507462686567
1626,Endoproteza kolena,4,naivni,2025-07-23,2025-08-20,9123.0,8859.0,True,136.35294117647058
1626,Endoproteza kolena,4,lin,2025-07-23,2025-08-20,9123.0,8850.331019364268,True,136.35294117647058
1626,Endoproteza kolena,4,ar1,2025-07-23,2025-08-20,9123.0,8722.646922755759,True,136.35294117647058
1626,Endoproteza kolena,4,naivni,2025-07-30,2025-08-27,9142.0,8821.0,True,134.92753623188406
1626,Endoproteza kolena,4,lin,2025-07-30,2025-08-27,9142.0,8852.601014784355,True,134.92753623188406
1626,Endoproteza kolena,4,ar1,2025-07-30,2025-08-27,9142.0,8723.960476915641,True,134.92753623188406
1626,Endoproteza kolena,4,naivni,2025-08-06,2025-09-03,9162.0,9162.0,True,137.87142857142857
1626,Endoproteza kolena,4,lin,2025-08-06,2025-09-03,9162.0,8875.137223340043,True,137.87142857142857
1626,Endoproteza kolena,4,ar1,2025-08-06,2025-09-03,9162.0,8731.773618626994,True,137.87142857142857
1626,Endoproteza kolena,4,naivni,2025-08-13,2025-09-10,9178.0,9205.0,True,136.53521126760563
1626,Endoproteza kolena,4,lin,2025-08-13,2025-09-10,9178.0,8899.04097798357,True,136.53521126760563
1626,Endoproteza kolena,4,ar1,2025-08-13,2025-09-10,9178.0,8740.377531864438,True,136.53521126760563
1626,Endoproteza kolena,4,naivni,2025-08-20,2025-09-17,8918.0,9123.0,True,135.77777777777777
1626,Endoproteza kolena,4,lin,2025-08-20,2025-09-17,8918.0,8916.955078366032,True,135.77777777777777
1626,Endoproteza kolena,4,ar1,2025-08-20,2025-09-17,8918.0,8746.611639109935,True,135.77777777777777
1626,Endoproteza kolena,4,naivni,2025-08-27,2025-09-24,8936.0,9142.0,True,134.17808219178082
1626,Endoproteza kolena,4,lin,2025-08-27,2025-09-24,8936.0,8935.043080340618,True,134.17808219178082
1626,Endoproteza kolena,4,ar1,2025-08-27,2025-09-24,8936.0,8754.025361382257,True,134.17808219178082
1626,Endoproteza kolena,4,naivni,2025-09-03,2025-10-01,8746.0,9162.0,True,132.63513513513513
1626,Endoproteza kolena,4,lin,2025-09-03,2025-10-01,8746.0,8953.348307254622,True,132.63513513513513
1626,Endoproteza kolena,4,ar1,2025-09-03,2025-10-01,8746.0,8762.183170801793,True,132.63513513513513
1626,Endoproteza kolena,4,naivni,2025-09-10,2025-10-08,8888.0,9178.0,True,131.08
1626,Endoproteza kolena,4,lin,2025-09-10,2025-10-08,8888.0,8971.63231715652,True,131.08
1626,Endoproteza kolena,4,ar1,2025-09-10,2025-10-08,8888.0,8770.976015837185,True,131.08
1626,Endoproteza kolena,4,naivni,2025-09-17,2025-10-15,9136.0,8918.0,True,132.77631578947367
1626,Endoproteza kolena,4,lin,2025-09-17,2025-10-15,9136.0,8974.729428466275,True,132.77631578947367
1626,Endoproteza kolena,4,ar1,2025-09-17,2025-10-15,9136.0,8765.929199721959,True,132.77631578947367
1626,Endoproteza kolena,4,naivni,2025-09-24,2025-10-22,9133.0,8936.0,True,131.28571428571428
1626,Endoproteza kolena,4,lin,2025-09-24,2025-10-22,9133.0,8978.618352112022,True,131.28571428571428
1626,Endoproteza kolena,4,ar1,2025-09-24,2025-10-22,9133.0,8768.837603603208,True,131.28571428571428
1626,Endoproteza kolena,4,naivni,2025-10-01,2025-10-29,9222.0,8746.0,True,132.03846153846155
1626,Endoproteza kolena,4,lin,2025-10-01,2025-10-29,9222.0,8972.128407984423,True,132.03846153846155
1626,Endoproteza kolena,4,ar1,2025-10-01,2025-10-29,9222.0,8763.263886240871,True,132.03846153846155
1626,Endoproteza kolena,4,naivni,2025-10-08,2025-11-05,9134.0,8888.0,True,132.16455696202533
1626,Endoproteza kolena,4,lin,2025-10-08,2025-11-05,9134.0,8973.389310829816,True,132.16455696202533
1626,Endoproteza kolena,4,ar1,2025-10-08,2025-11-05,9134.0,8768.632142936745,True,132.16455696202533
1626,Endoproteza kolena,4,naivni,2025-10-15,2025-11-12,9232.0,9136.0,True,133.6125
1626,Endoproteza kolena,4,lin,2025-10-15,2025-11-12,9232.0,8987.476784101178,True,133.6125
1626,Endoproteza kolena,4,ar1,2025-10-15,2025-11-12,9232.0,8780.796178347588,True,133.6125
1626,Endoproteza kolena,4,naivni,2025-10-22,2025-11-19,8891.0,9133.0,True,132.0
1626,Endoproteza kolena,4,lin,2025-10-22,2025-11-19,8891.0,9000.752005311213,True,132.0
1626,Endoproteza kolena,4,ar1,2025-10-22,2025-11-19,8891.0,8787.102934525285,True,132.0
1626,Endoproteza kolena,4,naivni,2025-10-29,2025-11-26,8900.0,9222.0,True,131.47560975609755
1626,Endoproteza kolena,4,lin,2025-10-29,2025-11-26,8900.0,9017.93075437639,True,131.47560975609755
1626,Endoproteza kolena,4,ar1,2025-10-29,2025-11-26,8900.0,8799.213118810761,True,131.47560975609755
1626,Endoproteza kolena,4,naivni,2025-11-05,2025-12-03,8816.0,9134.0,True,130.95180722891567
1626,Endoproteza kolena,4,lin,2025-11-05,2025-12-03,8816.0,9029.920006074719,True,130.95180722891567
1626,Endoproteza kolena,4,ar1,2025-11-05,2025-12-03,8816.0,8801.701889708082,True,130.95180722891567
1626,Endoproteza kolena,4,naivni,2025-11-12,2025-12-10,9069.0,9232.0,True,130.5595238095238
1626,Endoproteza kolena,4,lin,2025-11-12,2025-12-10,9069.0,9046.214383427789,True,130.5595238095238
1626,Endoproteza kolena,4,ar1,2025-11-12,2025-12-10,9069.0,8815.748157828406,True,130.5595238095238
1626,Endoproteza kolena,4,naivni,2025-11-19,2025-12-17,8676.0,8891.0,True,133.03529411764706
1626,Endoproteza kolena,4,lin,2025-11-19,2025-12-17,8676.0,9045.104580404735,True,133.03529411764706
1626,Endoproteza kolena,4,ar1,2025-11-19,2025-12-17,8676.0,8796.71698619803,True,133.03529411764706
1626,Endoproteza kolena,4,naivni,2025-11-26,2025-12-24,8723.0,8900.0,False,131.59302325581396
1626,Endoproteza kolena,4,lin,2025-11-26,2025-12-24,8723.0,9044.437893368322,False,131.59302325581396
1626,Endoproteza kolena,4,ar1,2025-11-26,2025-12-24,8723.0,8798.460944191758,False,131.59302325581396
1626,Endoproteza kolena,4,naivni,2025-12-03,2025-12-31,8770.0,8816.0,False,131.04597701149424
1626,Endoproteza kolena,4,lin,2025-12-03,2025-12-31,8770.0,9039.750607586911,False,131.04597701149424
1626,Endoproteza kolena,4,ar1,2025-12-03,2025-12-31,8770.0,8794.198330660349,False,131.04597701149424
1626,Endoproteza kolena,4,naivni,2025-12-10,2026-01-07,8817.0,9069.0,True,132.4318181818182
1626,Endoproteza kolena,4,lin,2025-12-10,2026-01-07,8817.0,9047.157507660877,True,132.4318181818182
1626,Endoproteza kolena,4,ar1,2025-12-10,2026-01-07,8817.0,8810.827146366393,True,132.4318181818182
1626,Endoproteza kolena,4,naivni,2025-12-17,2026-01-14,8808.0,8676.0,True,135.35955056179776
1626,Endoproteza kolena,4,lin,2025-12-17,2026-01-14,8808.0,9035.902286976445,True,135.35955056179776
1626,Endoproteza kolena,4,ar1,2025-12-17,2026-01-14,8808.0,8788.979122461216,True,135.35955056179776
1626,Endoproteza kolena,4,naivni,2025-12-24,2026-01-21,8818.0,8723.0,True,134.37777777777777
1626,Endoproteza kolena,4,lin,2025-12-24,2026-01-21,8818.0,9027.227217709833,True,134.37777777777777
1626,Endoproteza kolena,4,ar1,2025-12-24,2026-01-21,8818.0,8790.471994134683,True,134.37777777777777
1626,Endoproteza kolena,4,naivni,2025-12-31,2026-01-28,8894.0,8770.0,True,133.41758241758242
1626,Endoproteza kolena,4,lin,2025-12-31,2026-01-28,8894.0,9021.003390718675,True,133.41758241758242
1626,Endoproteza kolena,4,ar1,2025-12-31,2026-01-28,8894.0,8792.485478562689,True,133.41758241758242
1626,Endoproteza kolena,4,naivni,2026-01-07,2026-02-04,8884.0,8817.0,True,132.47826086956522
1626,Endoproteza kolena,4,lin,2026-01-07,2026-02-04,8884.0,9017.109466543325,True,132.47826086956522
1626,Endoproteza kolena,4,ar1,2026-01-07,2026-02-04,8884.0,8794.981910437393,True,132.47826086956522
1626,Endoproteza kolena,4,naivni,2026-01-14,2026-02-11,8846.0,8808.0,True,131.1505376344086
1626,Endoproteza kolena,4,lin,2026-01-14,2026-02-11,8846.0,9012.935303254706,True,131.1505376344086
1626,Endoproteza kolena,4,ar1,2026-01-14,2026-02-11,8846.0,8794.695949474772,True,131.1505376344086
1626,Endoproteza kolena,4,naivni,2026-01-21,2026-02-18,8868.0,8818.0,True,129.86170212765958
1626,Endoproteza kolena,4,lin,2026-01-21,2026-02-18,8868.0,9009.332978723403,True,129.86170212765958
1626,Endoproteza kolena,4,ar1,2026-01-21,2026-02-18,8868.0,8795.417612449168,True,129.86170212765958
1626,Endoproteza kolena,4,naivni,2026-01-28,2026-02-25,8820.0,8894.0,True,129.29473684210527
1626,Endoproteza kolena,4,lin,2026-01-28,2026-02-25,8820.0,9009.153196780608,True,129.29473684210527
1626,Endoproteza kolena,4,ar1,2026-01-28,2026-02-25,8820.0,8800.065814155218,True,129.29473684210527
1626,Endoproteza kolena,4,naivni,2026-02-04,2026-03-04,8628.0,8884.0,True,128.05208333333334
1626,Endoproteza kolena,4,lin,2026-02-04,2026-03-04,8628.0,9008.52335367137,True,128.05208333333334
1626,Endoproteza kolena,4,ar1,2026-02-04,2026-03-04,8628.0,8800.50357090447,True,128.05208333333334
1626,Endoproteza kolena,4,naivni,2026-02-11,2026-03-11,8632.0,8846.0,True,127.12371134020619
1626,Endoproteza kolena,4,lin,2026-02-11,2026-03-11,8632.0,9006.270412944936,True,127.12371134020619
1626,Endoproteza kolena,4,ar1,2026-02-11,2026-03-11,8632.0,8799.168641088621,True,127.12371134020619
1626,Endoproteza kolena,4,naivni,2026-02-18,2026-03-18,8743.0,8868.0,True,126.05102040816327
1626,Endoproteza kolena,4,lin,2026-02-18,2026-03-18,8743.0,9005.00436198722,True,126.05102040816327
1626,Endoproteza kolena,4,ar1,2026-02-18,2026-03-18,8743.0,8800.935490850015,True,126.05102040816327
1626,Endoproteza kolena,4,naivni,2026-02-25,2026-03-25,8784.0,8820.0,True,125.26262626262626
1626,Endoproteza kolena,4,lin,2026-02-25,2026-03-25,8784.0,9001.755151515155,True,125.26262626262626
1626,Endoproteza kolena,4,ar1,2026-02-25,2026-03-25,8784.0,8798.835682410294,True,125.26262626262626
1626,Endoproteza kolena,4,naivni,2026-03-04,2026-04-01,8814.0,8628.0,False,125.93
1626,Endoproteza kolena,4,lin,2026-03-04,2026-04-01,8814.0,8990.659895165987,False,125.93
1626,Endoproteza kolena,4,ar1,2026-03-04,2026-04-01,8814.0,8788.045781574956,False,125.93
1626,Endoproteza kolena,4,naivni,2026-03-11,2026-04-08,8844.0,8632.0,True,124.72277227722772
1626,Endoproteza kolena,4,lin,2026-03-11,2026-04-08,8844.0,8980.098561312443,True,124.72277227722772
1626,Endoproteza kolena,4,ar1,2026-03-11,2026-04-08,8844.0,8786.523150959194,True,124.72277227722772
1626,Endoproteza kolena,4,naivni,2026-03-18,2026-04-15,8543.0,8743.0,True,124.58823529411765
1626,Endoproteza kolena,4,lin,2026-03-18,2026-04-15,8543.0,8974.38346219743,True,124.58823529411765
1626,Endoproteza kolena,4,ar1,2026-03-18,2026-04-15,8543.0,8791.456985421215,True,124.58823529411765
1626,Endoproteza kolena,4,naivni,2026-03-25,2026-04-22,8909.5,8784.0,False,123.77669902912622
1626,Endoproteza kolena,4,lin,2026-03-25,2026-04-22,8909.5,8970.491752907286,False,123.77669902912622
1626,Endoproteza kolena,4,ar1,2026-03-25,2026-04-22,8909.5,8793.346540368892,False,123.77669902912622
1626,Endoproteza kolena,4,naivni,2026-04-01,2026-04-29,9276.0,8814.0,True,122.875
1626,Endoproteza kolena,4,lin,2026-04-01,2026-04-29,9276.0,8967.906738544474,True,122.875
1626,Endoproteza kolena,4,ar1,2026-04-01,2026-04-29,9276.0,8794.97693758096,True,122.875
1626,Endoproteza kolena,4,naivni,2026-04-08,2026-05-06,9215.0,8844.0,True,121.99047619047619
1626,Endoproteza kolena,4,lin,2026-04-08,2026-05-06,9215.0,8966.571791319247,True,121.99047619047619
1626,Endoproteza kolena,4,ar1,2026-04-08,2026-05-06,9215.0,8796.878411603017,True,121.99047619047619
1626,Endoproteza kolena,4,naivni,2026-04-15,2026-05-13,9250.0,8543.0,True,123.67924528301887
1626,Endoproteza kolena,4,lin,2026-04-15,2026-05-13,9250.0,8953.543760653622,True,123.67924528301887
1626,Endoproteza kolena,4,ar1,2026-04-15,2026-05-13,9250.0,8780.39576887717,True,123.67924528301887
1626,Endoproteza kolena,4,naivni,2026-04-22,2026-05-20,9224.0,8909.5,True,125.94859813084112
1626,Endoproteza kolena,4,lin,2026-04-22,2026-05-20,9224.0,8955.0678999114,True,125.94859813084112
1626,Endoproteza kolena,4,ar1,2026-04-22,2026-05-20,9224.0,8798.108639951959,True,125.94859813084112
1626,Endoproteza kolena,4,naivni,2026-04-29,2026-05-27,9266.0,9276.0,True,128.17592592592592
1626,Endoproteza kolena,4,lin,2026-04-29,2026-05-27,9266.0,8970.526475766845,True,128.17592592592592
1626,Endoproteza kolena,4,ar1,2026-04-29,2026-05-27,9266.0,8819.90018387844,True,128.17592592592592
1626,Endoproteza kolena,4,naivni,2026-05-06,2026-06-03,9226.0,9215.0,True,127.55963302752293
1626,Endoproteza kolena,4,lin,2026-05-06,2026-06-03,9226.0,8983.156799585246,True,127.55963302752293
1626,Endoproteza kolena,4,ar1,2026-05-06,2026-06-03,9226.0,8823.862718080405,True,127.55963302752293
1626,Endoproteza kolena,4,naivni,2026-05-13,2026-06-10,9223.5,9250.0,False,126.71818181818182
1626,Endoproteza kolena,4,lin,2026-05-13,2026-06-10,9223.5,8996.6744998245,False,126.71818181818182
1626,Endoproteza kolena,4,ar1,2026-05-13,2026-06-10,9223.5,8833.590317179149,False,126.71818181818182
1626,Endoproteza kolena,4,naivni,2026-05-20,2026-06-17,9221.0,9224.0,True,125.8108108108108
1626,Endoproteza kolena,4,lin,2026-05-20,2026-06-17,9221.0,9008.776879676772,True,125.8108108108108
1626,Endoproteza kolena,4,ar1,2026-05-20,2026-06-17,9221.0,8838.89259999292,True,125.8108108108108
1626,Endoproteza kolena,4,naivni,2026-05-27,2026-06-24,9334.0,9266.0,True,125.0625
1626,Endoproteza kolena,4,lin,2026-05-27,2026-06-24,9334.0,9022.02333821279,True,125.0625
1626,Endoproteza kolena,4,ar1,2026-05-27,2026-06-24,9334.0,8850.147607647616,True,125.0625
1626,Endoproteza kolena,4,naivni,2026-06-03,2026-07-01,9315.0,9226.0,True,124.30973451327434
1626,Endoproteza kolena,4,lin,2026-06-03,2026-07-01,9315.0,9033.377040427153,True,124.30973451327434
1626,Endoproteza kolena,4,ar1,2026-06-03,2026-07-01,9315.0,8853.654718009868,True,124.30973451327434
1626,Endoproteza kolena,4,naivni,2026-06-10,2026-07-08,9433.0,9223.5,True,123.24122807017544
1626,Endoproteza kolena,4,lin,2026-06-10,2026-07-08,9433.0,9044.268480233564,True,123.24122807017544
1626,Endoproteza kolena,4,ar1,2026-06-10,2026-07-08,9433.0,8859.985624368048,True,123.24122807017544
1626,Endoproteza kolena,4,naivni,2026-06-17,2026-07-15,9441.0,9221.0,True,122.19130434782609
1626,Endoproteza kolena,4,lin,2026-06-17,2026-07-15,9441.0,9054.715597970247,True,122.19130434782609
1626,Endoproteza kolena,4,ar1,2026-06-17,2026-07-15,9441.0,8866.076107441473,True,122.19130434782609
AGREGAT,Agregat,1,naivni,2025-03-26,2025-04-02,324171.0,323814.0,True,1598.0392156862745
AGREGAT,Agregat,1,lin,2025-03-26,2025-04-02,324171.0,313717.19909502263,True,1598.0392156862745
AGREGAT,Agregat,1,ar1,2025-03-26,2025-04-02,324171.0,323808.8793358593,True,1598.0392156862745
AGREGAT,Agregat,1,naivni,2025-04-02,2025-04-09,325445.0,324171.0,True,1574.173076923077
AGREGAT,Agregat,1,lin,2025-04-02,2025-04-09,325445.0,314753.485486212,True,1574.173076923077
AGREGAT,Agregat,1,ar1,2025-04-02,2025-04-09,325445.0,324213.56469855894,True,1574.173076923077
AGREGAT,Agregat,1,naivni,2025-04-09,2025-04-16,326003.0,325445.0,True,1568.5094339622642
AGREGAT,Agregat,1,lin,2025-04-09,2025-04-16,326003.0,315814.68553459115,True,1568.5094339622642
AGREGAT,Agregat,1,ar1,2025-04-09,2025-04-16,326003.0,325640.1062189377,True,1568.5094339622642
AGREGAT,Agregat,1,naivni,2025-04-16,2025-04-23,327005.0,326003.0,True,1549.7962962962963
AGREGAT,Agregat,1,lin,2025-04-16,2025-04-23,327005.0,316846.4888888889,True,1549.7962962962963
AGREGAT,Agregat,1,ar1,2025-04-16,2025-04-23,327005.0,326241.3953126706,True,1549.7962962962963
AGREGAT,Agregat,1,naivni,2025-04-23,2025-04-30,330206.0,327005.0,True,1539.8363636363636
AGREGAT,Agregat,1,lin,2025-04-23,2025-04-30,330206.0,317882.77922077925,True,1539.8363636363636
AGREGAT,Agregat,1,ar1,2025-04-23,2025-04-30,330206.0,327332.9534369314,True,1539.8363636363636
AGREGAT,Agregat,1,naivni,2025-04-30,2025-05-07,328455.0,330206.0,True,1569.5
AGREGAT,Agregat,1,lin,2025-04-30,2025-05-07,328455.0,319077.3439849623,True,1569.5
AGREGAT,Agregat,1,ar1,2025-04-30,2025-05-07,328455.0,330912.6796316731,True,1569.5
AGREGAT,Agregat,1,naivni,2025-05-07,2025-05-14,329807.0,328455.0,True,1572.6842105263158
AGREGAT,Agregat,1,lin,2025-05-07,2025-05-14,329807.0,320076.2214156081,True,1572.6842105263158
AGREGAT,Agregat,1,ar1,2025-05-07,2025-05-14,329807.0,328831.19569149334,True,1572.6842105263158
AGREGAT,Agregat,1,naivni,2025-05-14,2025-05-21,329389.0,329807.0,True,1568.8793103448277
AGREGAT,Agregat,1,lin,2025-05-14,2025-05-21,329389.0,321104.52016364696,True,1568.8793103448277
AGREGAT,Agregat,1,ar1,2025-05-14,2025-05-21,329389.0,330288.03664909047,True,1568.8793103448277
AGREGAT,Agregat,1,naivni,2025-05-21,2025-05-28,331652.0,329389.0,True,1549.3728813559321
AGREGAT,Agregat,1,lin,2025-05-21,2025-05-28,331652.0,322041.8966101693,True,1549.3728813559321
AGREGAT,Agregat,1,ar1,2025-05-21,2025-05-28,331652.0,329775.9905517921,True,1549.3728813559321
AGREGAT,Agregat,1,naivni,2025-05-28,2025-06-04,334280.0,331652.0,True,1561.2666666666667
AGREGAT,Agregat,1,lin,2025-05-28,2025-06-04,334280.0,323070.72622950823,True,1561.2666666666667
AGREGAT,Agregat,1,ar1,2025-05-28,2025-06-04,334280.0,332223.71276902827,True,1561.2666666666667
AGREGAT,Agregat,1,naivni,2025-06-04,2025-06-11,301611.0,334280.0,True,1578.7540983606557
AGREGAT,Agregat,1,lin,2025-06-04,2025-06-11,301611.0,324207.810153358,True,1578.7540983606557
AGREGAT,Agregat,1,ar1,2025-06-04,2025-06-11,301611.0,335091.4747657764,True,1578.7540983606557
AGREGAT,Agregat,1,naivni,2025-06-11,2025-06-18,332772.0,301611.0,True,2080.2096774193546
AGREGAT,Agregat,1,lin,2025-06-11,2025-06-18,332772.0,323204.2155657963,True,2080.2096774193546
AGREGAT,Agregat,1,ar1,2025-06-11,2025-06-18,332772.0,302645.0287646877,True,2080.2096774193546
AGREGAT,Agregat,1,naivni,2025-06-18,2025-06-25,333140.0,332772.0,False,2541.809523809524
AGREGAT,Agregat,1,lin,2025-06-18,2025-06-25,333140.0,324199.6994047619,False,2541.809523809524
AGREGAT,Agregat,1,ar1,2025-06-18,2025-06-25,333140.0,329625.55796290486,False,2541.809523809524
AGREGAT,Agregat,1,naivni,2025-06-25,2025-07-02,333508.0,333140.0,True,2507.84375
AGREGAT,Agregat,1,lin,2025-06-25,2025-07-02,333508.0,325161.1687500001,True,2507.84375
AGREGAT,Agregat,1,ar1,2025-06-25,2025-07-02,333508.0,330249.1214910929,True,2507.84375
