vzs_sifra,vzs_naziv,cd_zelo_hitro,cd_hitro,cd_redno,cak_zelo_hitro,cak_hitro,cak_redno,cak_skupaj,n_tednov
1893,Nativno slikanje ledvic,0.0,0.0,0.0,0.6607,0.6518,0.6339,0.625,112
1894,Intravenska urografija - IVU,0.0,0.0,0.0,0.1161,0.1071,0.1429,0.1071,112
1895,Retrogradna pielografija,0.0,0.0,0.0,0.8839,0.8839,0.8839,0.8839,112
1898,Perkutana anterogradna pielografija,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2
1921,Angiografija (brez koronarne angiografije),0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1926,RTG solzevodov,0.0,0.0,0.0,0.9848,0.9848,0.9848,0.9848,66
1927,RTG prvega vratnega vretenca (dens),0.0,0.0,0.0,0.9732,0.9732,0.9732,0.9732,112
1930P,Okulistični pregled zaradi očal - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1931,UZ vratu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1933,UZ otroške glave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1938,Doppler ehografija,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1941,UZ vratnih žil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1943,UZ dojk obojestransko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1944,UZ dojk enostransko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1952,Usmerjen UZ srca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1983,UZ sklepa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1985,UZ kolka novorojenčkov,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,112
1986,UZ kolka dojenčkov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1991,UZ mehkih tkiv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
1992,UZ preiskava ene bezgavčne lože,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2006,Artroskopija kolena (diagnostična in terapevtska),0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2017,"Mamografija (vključuje odčitavanje slike, izključuje preventivno presejanje)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2072,Kriokauterizacija ali krioterapija (postopek v dermatologiji),0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2077,Odstranitev polipov,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,112
2104,Revizijska operacija kolka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2105,Revizijska operacija kolena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2106,Revizijska operacija ramena,0.0,0.0,0.0,0.0357,0.0,0.0357,0.0,112
2107,Vertebroplastika,0.0,0.0,0.0,0.0,0.0,0.0089,0.0,112
2108,Operacija hrbtenice - dekompresija,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2109,Operacija hrbtenice - spondilodeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2160,Lažji posegi v otorinolaringologiji v lokalni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2161,Posegi na ušesu v lokalni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2162,Posegi na bobniču ali srednjem ušesu v lokalni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2163,Posegi na notranjem ušesu v lokalni anesteziji,0.0,0.0,0.0,0.0446,0.0357,0.0,0.0,112
2164,Kostno usidran slušni pripomoček - BAHA v lokalni anesteziji,0.0,0.0,0.0,0.0536,0.0536,0.0089,0.0089,112
2165,Posegi na mandljih v lokalni anesteziji,0.0,0.0,0.0,0.0446,0.0,0.0,0.0,112
2166,Funkcionalni posegi v nosu v lokalni anesteziji,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,112
2167,MIST (minimalno invazivna terapija sinusov) v lokalni anesteziji,0.0,0.0,0.0,0.0268,0.0089,0.0089,0.0089,112
2168,Druge operacije nosu v lokalni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2170,Mali posegi malignih sprememb v otorinolaringologiji v lokalni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2171,Lažji posegi v otorinolaringologiji v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2172,Posegi na mandljih pri odrasli v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2173,Posegi na mandljih in žrelnici pri otrocih v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2174,Posegi na žrelnici pri otrocih v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2175,Posegi na žrelnici in bobniču pri otrocih v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2176,Operacije malignih tumorjev v otorinolaringologiji v splošni anesteziji,1.0,1.0,0.0,0.0,0.0,0.0357,0.0,112
2177,Funkcionalne estetske operacije nosu v splošni anesteziji,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,112
2178,Endoskopske operacije obnosnih votlin v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2179,Pansinusne operacije v splošni anesteziji,0.0,0.0,0.0,0.0268,0.0089,0.0089,0.0089,112
2180,Operacije tumorjev obnosnih votlin v splošni anesteziji,0.0,0.0,0.0,0.5982,0.5982,0.5625,0.5625,112
2181,Druge operacije obnosnih votlin v splošni anesteziji,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2182P,Ginekološki pregled (razen pregled nosečnic) na sekundarni ravni - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2183P,Pregled ob neplodnosti - moški - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2184P,Pregled ob neplodnosti - ženske - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2214,Vestibuloplastika,0.0,0.0,0.0,0.7679,0.7679,0.7679,0.7679,112
2215,Odstranitev eksostoz,0.0,0.0,0.0,0.2054,0.1964,0.2054,0.1964,112
2217,Zapora antrooralne komunikacije,0.0,0.0,0.0,0.7857,0.7857,0.7857,0.7857,112
2230,Ekscizija majhnih tumorjev v oralni kirurgiji,0.0,0.0,0.0,0.0,0.0446,0.0,0.0,112
2233,Obravnava bolezni slinavk,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,112
2237,Zdravljenje recesije dlesni,0.0089,0.0089,0.0089,0.0446,0.0,0.0,0.0,112
2271,UZ skrotuma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2284,RTG celotne hrbtenice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2309,Druge ušesne operacije,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2328P,Pregled v ambulanti za zdravljenje parastomalne kože - prvi,0.0,0.0,0.0,0.0893,0.1161,0.1071,0.0893,112
2329,PTA (perkutana transluminalna angioplastika),0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2338P,Urološki pregled otroka - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2345,MR protokol epilepsija brez KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2346,MR protokol epilepsija s KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2347,MR multipla skleroza s KS s 3D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2348,MR celotne hrbtenice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2349,MRCP (pregled žolčnega sistema),0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2350,MR enterografija,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2351,MR male medenice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2352,MR male medenice s KS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2353,MR srca in velikih žil brez KS,0.0,0.0,0.0,0.0089,0.0,0.0,0.0,112
2356,CT zapestja,0.0,0.0,0.0,0.0,0.0,0.0179,0.0,112
2357,CT komolca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2358,CT jeter s KS - 4 faze,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2359,CT srca - prikaz kalcinacij,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2372,Posegi v zunanjem ušesu,0.0,0.0,0.0,0.0446,0.0,0.0,0.0,112
2373,Drugi posegi na bobniču in srednjem ušesu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2374,Posegi na mastoidni in temporalni kosti,0.0,0.0,0.0,0.0446,0.0089,0.0089,0.0089,112
2375,Posegi na notranjem ušesu,0.0,0.0,0.0,0.0357,0.0089,0.0089,0.0089,112
2376,Posegi na koščicah srednjega ušesa,0.0,0.0,0.0,0.0446,0.0446,0.0,0.0,112
2377,Implantacija elektromagnetnega slušnega pripomočka,0.0,0.0,0.0,0.0536,0.0536,0.0089,0.0089,112
2378,Vstavitev/odstranitev kohlearnega implanta,0.0,0.0,0.0,0.0179,0.0,0.0,0.0,112
2379,Operacija nosnega pretina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2380,Posegi v nosnih sinusih,0.0,0.0,0.0,0.0089,0.0089,0.0,0.0,112
2382,Radikalna ekscizija tumorja ustne votline,0.0,0.0,0.0,1.0,1.0,1.0,1.0,35
2383,"Drugi posegi v ustih, na nebu ali jezičku",0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2384,Drugi posegi v nosu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2395P,Oromaksilofacialni pregled - prvi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
2401,Posegi na hrbtenici zaradi vnetja,0.0,0.0,0.0,1.0,1.0,1.0,1.0,112
2407,Druge ortopedske operacije gležnja in stopala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112
